source,relative_path,speaker,label,status,audio_hash,duration,retained_seconds,rms,clipping_fraction,reason,split
CREMA-D,1001_IEO_HAP_MD.wav,CREMA-D:1001,happy,accepted,2057bac579502c557d3d4f88572f159c8b7e10eb639d2ce8bbd55f283a2e23b0,1.6683125,1.6683125,0.04078460419777884,0.0,,train
CREMA-D,1001_IEO_NEU_XX.wav,CREMA-D:1001,neutral,accepted,e35b373dc4bc5bf8c0ea1acd35eaaebad4e5c1777c69f9c86b5eabcb64956a06,1.601625,1.601625,0.015107786238238111,0.0,,train
CREMA-D,1001_IEO_SAD_HI.wav,CREMA-D:1001,sad,accepted,a62ad84a4ee580e5efe30420ecae0f5c080afb09adb33b361fb5de64c4173012,2.002,2.002,0.01677440959482482,0.0,,train
CREMA-D,1001_IEO_SAD_LO.wav,CREMA-D:1001,sad,accepted,d266c63fdfaaae21c655e77afbf125a3d8d84482a7da1689c4a76dcb6eb9ca26,1.901875,1.901875,0.011976395929431274,0.0,,train
CREMA-D,1001_IEO_SAD_MD.wav,CREMA-D:1001,sad,accepted,70b636bd2d93348a282d9f04a94efe31749694d1b3c0efaa83b9889b00923c03,1.7350625,1.7350625,0.012328270447220372,0.0,,train
CREMA-D,1001_IOM_ANG_XX.wav,CREMA-D:1001,angry,accepted,ef214f3c42ace0e1a4a582bef0c10b1c709054cf3affcaeea460cdccc17d9902,2.1354375,2.1354375,0.04105882935303048,0.0,,train
CREMA-D,1001_IOM_DIS_XX.wav,CREMA-D:1001,disgust,accepted,8c6a5d449895086a381f0245f414e0b435936bd0e2ff900238cc7b5fd788043a,2.2689375,2.2689375,0.01369360257575615,0.0,,train
CREMA-D,1001_IOM_FEA_XX.wav,CREMA-D:1001,fear,accepted,543b3fa8973fa90d3411105c5a17092254add64eb9ddfaaaf2339f601aa53d66,2.8361875,2.8361875,0.058991113564947066,0.0,,train
CREMA-D,1001_IOM_HAP_XX.wav,CREMA-D:1001,happy,accepted,51aba3a95cf28aeac70f0394e7d468f6199453d562247d0a95ad51fc2ea27ec1,2.002,2.002,0.053448101730169284,0.0,,train
CREMA-D,1001_IOM_NEU_XX.wav,CREMA-D:1001,neutral,accepted,e33c05e0a60e4768b372ae6836fa7efbdd3b492e1263dca932da0177185cc81e,2.469125,2.469125,0.03187152753292874,0.0,,train
CREMA-D,1001_IOM_SAD_XX.wav,CREMA-D:1001,sad,accepted,cc00ad91fc8fa6c526c0b823001f3a15c32e6252329663cd00e1b73df1893d77,1.93525,1.93525,0.020649536180624192,0.0,,train
CREMA-D,1001_ITH_ANG_XX.wav,CREMA-D:1001,angry,accepted,df3b4bcb2753b5384d3a7decc43c8f5fd0021a692506fdaa4ca40df44a10eec8,2.369,2.369,0.0418200375498188,0.0,,train
CREMA-D,1001_ITH_DIS_XX.wav,CREMA-D:1001,disgust,accepted,e0cfaedd4ca2a0449f59f70c66ff008f5851a041f4beb97e531199719440eb71,2.1688125,2.1688125,0.014428003532638822,0.0,,train
CREMA-D,1001_ITH_FEA_XX.wav,CREMA-D:1001,fear,accepted,e603af864916a1dd2a14eb8352a769e91af661b9fbc55475b188e52f827b68ee,2.102125,2.102125,0.07348448412248178,0.0,,train
CREMA-D,1001_ITH_HAP_XX.wav,CREMA-D:1001,happy,accepted,a7f78bc883511e8a7e52e81d219954b7c025596eba53208aed4aa37ec39b7da8,2.469125,2.469125,0.055368408815198646,0.0,,train
CREMA-D,1001_ITH_NEU_XX.wav,CREMA-D:1001,neutral,accepted,6c60b0dd7ff20f8f01f1e74e4ddb608932851772774df7053db679fea43897b7,2.602625,2.602625,0.02285222310981014,0.0,,train
CREMA-D,1001_ITH_SAD_XX.wav,CREMA-D:1001,sad,accepted,05caff46ec0f04504d1e631fc696ca7d8613062a55d4ab921d68247cf894cb0f,2.369,2.369,0.011284709700428533,0.0,,train
CREMA-D,1001_ITS_ANG_XX.wav,CREMA-D:1001,angry,accepted,8cee2943709069b54d6c9561075f82c8338a5e22f2ebb0792b6079bf275fc67c,2.56925,2.56925,0.050819766902011995,0.0,,train
CREMA-D,1001_ITS_DIS_XX.wav,CREMA-D:1001,disgust,accepted,5874ce22e0154a43b28b2007c12714772cbda51d780cadd8e81a0616251992e3,2.2021875,2.2021875,0.023535632759395082,0.0,,train
CREMA-D,1001_ITS_FEA_XX.wav,CREMA-D:1001,fear,accepted,8dc44b13e5356233dbb0a7711d534c80bc0231130db8b240f2dcd57428297291,2.1354375,2.1354375,0.07334248918826614,0.0,,train
CREMA-D,1001_ITS_HAP_XX.wav,CREMA-D:1001,happy,accepted,831b9c998a449e806bd9ec31218670d4c24315dd0a5e1c6b9a2f04b3d141be9a,2.2021875,2.2021875,0.06286018683535056,0.0,,train
CREMA-D,1001_ITS_NEU_XX.wav,CREMA-D:1001,neutral,accepted,8143ec32451c3e0cdcc3eac6b2ad8411a82e7db773a472071e6bc8a8c2b40c0b,2.43575,2.43575,0.024139290485307885,0.0,,train
CREMA-D,1001_ITS_SAD_XX.wav,CREMA-D:1001,sad,accepted,30c2fc12854e68d7a7bee1481b5b9d161ad41887e7275bcf8eb7c012678a6316,2.6693125,2.6693125,0.01240601052562077,0.0,,train
CREMA-D,1001_IWL_ANG_XX.wav,CREMA-D:1001,angry,accepted,eead0fd393f0e78804b0017ec4022b34d1f543db38ba1076077715b5cc276f64,3.1698125,3.1698125,0.07432030462848749,0.0,,train
CREMA-D,1001_IWL_DIS_XX.wav,CREMA-D:1001,disgust,accepted,2984ef60c8a1e8a9a9ed5be06815554b6b075eff05ebd5eb096714eb722086f9,2.56925,2.56925,0.022921278572371306,0.0,,train
CREMA-D,1001_IWL_FEA_XX.wav,CREMA-D:1001,fear,accepted,05aa5943d582daf2b76ce346b4d6d67925d9f0696b980ca0e162b6583b7a2316,2.369,2.369,0.07063062116793539,0.0,,train
CREMA-D,1001_IWL_HAP_XX.wav,CREMA-D:1001,happy,accepted,8f97cac67dc395dd0eaa6a4f96f9189dd1e129c2f30330ca229bf695c08d85ab,2.102125,2.102125,0.05955072282388308,0.0,,train
CREMA-D,1001_IWL_NEU_XX.wav,CREMA-D:1001,neutral,accepted,b095e531b662f6eea8ee0b14963b97587110457da7e7f17cfb6c8518a475e3ca,2.8361875,2.8361875,0.040674303436465956,0.0,,train
CREMA-D,1001_IWL_SAD_XX.wav,CREMA-D:1001,sad,accepted,0ca51f4b4358d9949c0c9c65b25ba5ebe066158653c09abe7c3f2bf3edc7eac6,2.8361875,2.8361875,0.016670093010384215,0.0,,train
CREMA-D,1001_IWW_ANG_XX.wav,CREMA-D:1001,angry,accepted,490f472b639d60044af818df2f6307bd3ab3a323faa770c7c80cca8111a54eb6,2.2755625,2.2755625,0.03758615681030644,0.0,,train
CREMA-D,1001_IWW_DIS_XX.wav,CREMA-D:1001,disgust,accepted,7a34fa3639291354a462cdd117db11ea5caff0c76813a4f512aa83d714bb78e9,2.06875,2.06875,0.02074925702122953,0.0,,train
CREMA-D,1001_IWW_FEA_XX.wav,CREMA-D:1001,fear,accepted,8bbd78ed38d0ba1f4e787759ff438ad9fb0df194a106de60081ad4d63ec81b37,2.2021875,2.2021875,0.045458607617908015,0.0,,train
CREMA-D,1001_IWW_HAP_XX.wav,CREMA-D:1001,happy,accepted,3f09b02744d3b1f34b32e4fdf92cadd8c2c4f9b19ce47e961b0ddffab874d177,1.968625,1.968625,0.03587384226661344,0.0,,train
CREMA-D,1001_IWW_NEU_XX.wav,CREMA-D:1001,neutral,accepted,1e7f36af39ec2309a15e85cb81f470bf4307d8dd944bbe57688612465c403bdf,2.2689375,2.2689375,0.022015419414572246,0.0,,train
CREMA-D,1001_IWW_SAD_XX.wav,CREMA-D:1001,sad,accepted,52728dbfdd4611841d30f9cc6a4acd1253a3a2d51978bb30b4cbc552e4b864ce,2.035375,2.035375,0.013207861054009725,0.0,,train
CREMA-D,1001_MTI_ANG_XX.wav,CREMA-D:1001,angry,accepted,dfebac3eff649c210193165c20b441b72c8a9938dc498e34fe5c96989526e0c6,3.003,3.003,0.059895290355571396,0.0,,train
CREMA-D,1001_MTI_DIS_XX.wav,CREMA-D:1001,disgust,accepted,afcc3ff75880206969f216c1fc5ad8a2b08f26ab5a6ae2b106e82c477ddc5f11,2.93625,2.93625,0.03435821249708317,0.0,,train
CREMA-D,1001_MTI_FEA_XX.wav,CREMA-D:1001,fear,accepted,de426f831fa3af1eef05e3f8ff4fd5a212658193349c07dc05e463af29256a65,2.369,2.369,0.0792563018504543,0.0,,train
CREMA-D,1001_MTI_HAP_XX.wav,CREMA-D:1001,happy,accepted,245c95a161ec32c9b0be7bf22c0a6ffc7e84692d18449b99880af3baab0433e2,2.369,2.369,0.07407291024663416,0.0,,train
CREMA-D,1001_MTI_NEU_XX.wav,CREMA-D:1001,neutral,accepted,dd67a79a133f9662a2c076569d8647f707382353e379c1ada0c2785d0417347f,2.3023125,2.3023125,0.03852858325693149,0.0,,train
CREMA-D,1001_MTI_SAD_XX.wav,CREMA-D:1001,sad,accepted,7bef2ea55041c9663a91afa6f8480374a934c84255296a40351b038b1e78e03b,2.3023125,2.3023125,0.021777460533501596,0.0,,train
CREMA-D,1001_TAI_ANG_XX.wav,CREMA-D:1001,angry,accepted,8b51ad8d2957a8153e373c66848815470fd03f390db3936d48ab17cf0677514f,2.3356875,2.3356875,0.0654745381071863,0.0,,train
CREMA-D,1001_TAI_DIS_XX.wav,CREMA-D:1001,disgust,accepted,30cc83d38c61762f0a13f27ff61a004811c16784f067e68df5ffc5d65eb9a82a,2.7360625,2.7360625,0.029138837634881797,0.0,,train
CREMA-D,1001_TAI_FEA_XX.wav,CREMA-D:1001,fear,accepted,ab96aa3992372d5e331e76a824dbcfd0940c3a9fb653421d64a2221bf69faf51,2.402375,2.402375,0.07509869985244515,0.0,,train
CREMA-D,1001_TAI_HAP_XX.wav,CREMA-D:1001,happy,accepted,067916a32e719d089d53a9b3f1903868a32704594704f98742c85afd530186c5,2.5025,2.5025,0.04774752731171081,0.0,,train
CREMA-D,1001_TAI_NEU_XX.wav,CREMA-D:1001,neutral,accepted,a3b22554b393b9fac85208be9e6bde7666e9fbfd54c25d8d6a7a41f7489a87da,2.56925,2.56925,0.027087616176111263,0.0,,train
CREMA-D,1001_TAI_SAD_XX.wav,CREMA-D:1001,sad,accepted,37da4bcb7d8f34c9613b844163703fd4ba40e583a68bebba6dd2fd84a06507bb,2.8028125,2.8028125,0.013383657058008334,0.0,,train
CREMA-D,1001_TIE_ANG_XX.wav,CREMA-D:1001,angry,accepted,946b58717315d3fee0712e3dea796d8256c4f4f7712496f6ce99ebc82cf4fe0b,3.103125,3.103125,0.029302068203436973,0.0,,train
CREMA-D,1001_TIE_DIS_XX.wav,CREMA-D:1001,disgust,accepted,7b4c170a84b52f5ecb5e0b990df0b0a482bc1b1aba19f877fad219069d94b75b,2.2021875,2.2021875,0.03606634800776457,0.0,,train
CREMA-D,1001_TIE_FEA_XX.wav,CREMA-D:1001,fear,accepted,d6f81c235f821467a61bce6215e6251fe5296bf8ac53f1831189b68718d7c8e9,2.2355625,2.2355625,0.03936099967007291,0.0,,train
CREMA-D,1001_TIE_HAP_XX.wav,CREMA-D:1001,happy,accepted,100db3d3bd5dba122195c54230d9f3cbe6e03e54528b232925ab2c52d650eaee,2.3023125,2.3023125,0.06170596145722857,0.0,,train
CREMA-D,1001_TIE_NEU_XX.wav,CREMA-D:1001,neutral,accepted,3f98255b3775032d925549ee1236542476b362b6cc018f6b4b912f3536bfc0b9,2.535875,2.535875,0.023130553057543,0.0,,train
CREMA-D,1001_TIE_SAD_XX.wav,CREMA-D:1001,sad,accepted,40a3057d27a146c031545092c516ab2989cbd4ded51dadc36ab178bc7dbf7dbd,3.036375,3.036375,0.011614001899032689,0.0,,train
CREMA-D,1001_TSI_ANG_XX.wav,CREMA-D:1001,angry,accepted,f3744d2349ce9b516959ef7d8bb11ac6d4bc7d41b73382cf21c7f813a3ad79eb,2.5025,2.5025,0.061324580324177765,0.0,,train
CREMA-D,1001_TSI_DIS_XX.wav,CREMA-D:1001,disgust,accepted,a55cf73600d0d75d14f17ab99a459ccd92a8309a155e6d49d675dc2322eb9f40,2.1688125,2.1688125,0.029244293820126,0.0,,train
CREMA-D,1001_TSI_FEA_XX.wav,CREMA-D:1001,fear,accepted,8958ce71a088a59e415ff60b18c5d25cf9b599c82341e11ef39e2b01db11490c,1.901875,1.901875,0.08522062881020137,0.0,,train
CREMA-D,1001_TSI_HAP_XX.wav,CREMA-D:1001,happy,accepted,10490f52ff904950a73295b2bdfb3ca611453f1089e089c24e9865af37b9fa52,2.1688125,2.1688125,0.062353492439544404,0.0,,train
CREMA-D,1001_TSI_NEU_XX.wav,CREMA-D:1001,neutral,accepted,ced2b7f28496cf5496f988d724b791a5eb72ff14797bc42e9139c12bc5d18033,2.43575,2.43575,0.02548274455054395,0.0,,train
CREMA-D,1001_TSI_SAD_XX.wav,CREMA-D:1001,sad,accepted,10d9711498d02bb900f2fc93abacaed858c79510313e208282489974d0d0fc16,2.5025,2.5025,0.01605648617888373,0.0,,train
CREMA-D,1001_WSI_ANG_XX.wav,CREMA-D:1001,angry,accepted,d160a71b5b9369e9f42f2ab72fa1c2aecb589177b5153545702d2ca91fb110aa,2.7360625,2.7360625,0.0564045122326894,0.0,,train
CREMA-D,1001_WSI_DIS_XX.wav,CREMA-D:1001,disgust,accepted,43600d30ecdff2a7017fe8a0c2b3cbfbb6ab6271bd49b9b8451d0dee9090f083,2.6693125,2.6693125,0.0222984398260024,0.0,,train
CREMA-D,1001_WSI_FEA_XX.wav,CREMA-D:1001,fear,accepted,494c5618898700fcd18b55b9f5550cb4bb4780ad322fe70f350c4fef29b89e2a,2.3356875,2.3356875,0.0796727101405332,0.0,,train
CREMA-D,1001_WSI_HAP_XX.wav,CREMA-D:1001,happy,accepted,8287b1e1f5d8820d2edba9d470f57f0a199d733eb68e8039859b2d31c0219c32,2.2755625,2.2755625,0.07178292331076447,0.0,,train
CREMA-D,1001_WSI_NEU_XX.wav,CREMA-D:1001,neutral,accepted,90ff9775da91eff6decacf46480438b664bce62a0951e5b9e5deac5f5893465d,2.7360625,2.7360625,0.029795120117790924,0.0,,train
CREMA-D,1001_WSI_SAD_XX.wav,CREMA-D:1001,sad,accepted,8b9c448580d0bfc2472201253a08447866325e680757bcb924f60c61f82ec046,2.3356875,2.3356875,0.01792540929636085,0.0,,train
CREMA-D,1002_DFA_ANG_XX.wav,CREMA-D:1002,angry,accepted,080b2f6d74a7c1849acc6f8ea5104e828d7cf3b75313c0c543e5e39a9069b1e5,2.56925,2.23,0.10729988889801322,2.4326165223314197e-05,,validation
CREMA-D,1002_DFA_DIS_XX.wav,CREMA-D:1002,disgust,accepted,66f8db29a2d12ec806269909c653ef149fefa076ddd8c64ba70d056a940dd21c,2.535875,2.535875,0.015639036703733625,0.0,,validation
CREMA-D,1002_DFA_FEA_XX.wav,CREMA-D:1002,fear,accepted,43d99579eb1d2702aeb00a74c5c6bd591bb0c0a4dd59d65feb9cfa55d4bfbc9f,2.7360625,2.7360625,0.022372458298826035,0.0,,validation
CREMA-D,1002_DFA_HAP_XX.wav,CREMA-D:1002,happy,accepted,8e70c4e69875da310f6e16cdc04b731bf42ccda0d4e2e76d2b4f5389a6fdf94f,2.2021875,2.2021875,0.03274376188674379,0.0,,validation
CREMA-D,1002_DFA_NEU_XX.wav,CREMA-D:1002,neutral,accepted,a867d72fc7853b6c94a59037f4f7df725bbd2dbf450c36a5f42697acb4c7e057,2.5025,2.5025,0.011690295587726725,0.0,,validation
CREMA-D,1002_DFA_SAD_XX.wav,CREMA-D:1002,sad,accepted,d022b8219686670bef872ae64ac2d413951a5ca9a6505367ac1ce501fb0309ff,2.369,2.369,0.00788614743735923,0.0,,validation
CREMA-D,1002_IEO_ANG_HI.wav,CREMA-D:1002,angry,accepted,6528138c68c1cba4bf74b90b4ddfb0db002ee94ffb6fd58c5d5717c8ef9a1991,2.7360625,2.7360625,0.041558151496510654,0.0,,validation
CREMA-D,1002_IEO_ANG_LO.wav,CREMA-D:1002,angry,accepted,2dbb8db1cb3863d79c3ab3d9f72f564df392909d30b3e7dd9074044fad0e3ef0,2.402375,1.94,0.07897447146076933,0.0,,validation
CREMA-D,1002_IEO_ANG_MD.wav,CREMA-D:1002,angry,accepted,2c8bdac84f1add3db793dc330f1589ac35c511070066315902d07b94ef41aa4b,2.7694375,2.7694375,0.06203561200007507,0.0,,validation
CREMA-D,1002_IEO_DIS_HI.wav,CREMA-D:1002,disgust,accepted,f5abd7de50a7604ac93dbb3982714a5f2024138d37c3a21cb4086bcca730e834,3.003,3.003,0.008748475582954784,0.0,,validation
CREMA-D,1002_IEO_DIS_LO.wav,CREMA-D:1002,disgust,accepted,e1fc6ee0e515848fa48df664fc59a37a56caebeb46c803cbd18ae966bdcfcfa3,2.8695625,2.8695625,0.02370412764277586,0.0,,validation
CREMA-D,1002_IEO_DIS_MD.wav,CREMA-D:1002,disgust,accepted,342e5ff9ef7cf4c97c4900dcb20bdb10e1255e3a57c19243ab13c9b64970297d,2.602625,2.602625,0.050111828336555836,0.0,,validation
CREMA-D,1002_IEO_FEA_HI.wav,CREMA-D:1002,fear,accepted,73e3796f186d2ef2b12e7d29621988b6b585262ca77c31db19ff6cc5f4e8ea64,3.2031875,3.2031875,0.049802771085428264,0.0,,validation
CREMA-D,1002_IEO_FEA_LO.wav,CREMA-D:1002,fear,accepted,1fce6708a22546b5d65c775b1dd5ce6abe497d1d1fe630af1b13cb76d1231f9e,2.602625,2.602625,0.01861159550233097,0.0,,validation
CREMA-D,1002_IEO_FEA_MD.wav,CREMA-D:1002,fear,accepted,98a92245b2f326d7f12e945bc33ac8776e0701d4653280c18421795dff4af8b8,1.93525,1.93525,0.014168633820795097,0.0,,validation
CREMA-D,1002_IEO_HAP_HI.wav,CREMA-D:1002,happy,accepted,629ad0c7e468e6f16bfdec8207b6fa6ea225768d46e794dfa50129e9ba425736,2.5025,2.5025,0.04852118152774508,0.0,,validation
CREMA-D,1002_IEO_HAP_LO.wav,CREMA-D:1002,happy,accepted,a16ea82e71ea7c4183bc26b060e5b3d92bf6932cbbace7ff5ffcf2dd8ee17e29,2.8361875,2.8361875,0.015517773211683778,0.0,,validation
CREMA-D,1002_IEO_HAP_MD.wav,CREMA-D:1002,happy,accepted,9a90217140020e2483e9f8bfc73c12445e537c7cdcbb54c6c551ddd0d06de0f8,2.2689375,2.2689375,0.02059612343968167,0.0,,validation
CREMA-D,1002_IEO_NEU_XX.wav,CREMA-D:1002,neutral,accepted,39a68af7f7c246d6aa839e4801d1bd860e6ab2eded81dad9e595f5f0ca616bd3,2.56925,2.56925,0.010736085889739967,0.0,,validation
CREMA-D,1002_IEO_SAD_HI.wav,CREMA-D:1002,sad,accepted,b4b0bf819204faf022fe1ec1769d4a15d6f081f56521cb6d218c5f1603a0a206,2.7360625,2.7360625,0.0054613031049261405,0.0,,validation
CREMA-D,1002_IEO_SAD_LO.wav,CREMA-D:1002,sad,accepted,dee70bdeffa9b510432c11a157a9d807fccbd2f35286ebeecef0def9fd7bfbf3,2.2689375,2.2689375,0.005509150304444214,0.0,,validation
CREMA-D,1002_IEO_SAD_MD.wav,CREMA-D:1002,sad,accepted,27c53f96a13b9f0d9b022749e8586d747677512afaf127a6161773175ef34f15,2.3690625,2.3690625,0.0059408747467760105,0.0,,validation
CREMA-D,1002_IOM_ANG_XX.wav,CREMA-D:1002,angry,accepted,ddec376d89aa3d0e2638a4e8a343982645e588743a34a58aa839fe69df789f69,2.8361875,2.7961875,0.09583705825200226,0.0,,validation
CREMA-D,1002_IOM_DIS_XX.wav,CREMA-D:1002,disgust,accepted,df4446f2637b7df2ccc51ee904fd72ec7af9cf14b7174d8ebb2360d9ff75dbd5,2.7694375,2.7694375,0.01769803032828284,0.0,,validation
CREMA-D,1002_IOM_FEA_XX.wav,CREMA-D:1002,fear,accepted,50fba5784d48feef7eccea80d7f2d948977550929efb103f9e97a252dcd8c65d,2.602625,2.602625,0.02754056218085602,0.0,,validation
CREMA-D,1002_IOM_HAP_XX.wav,CREMA-D:1002,happy,accepted,6418a4ee068dfeab2319b5d397c6017976d3fe7fb0ef270ea895c48987fffcde,2.3356875,2.3356875,0.035110610158471466,0.0,,validation
CREMA-D,1002_IOM_NEU_XX.wav,CREMA-D:1002,neutral,accepted,6225d18b704b0a3557eefa8aabb7a8ac71558bbeda1297f6ef2329449832ddac,2.3356875,2.3356875,0.014952746273580148,0.0,,validation
CREMA-D,1002_IOM_SAD_XX.wav,CREMA-D:1002,sad,accepted,b582e6243b5fae11563ce672065901da8ae1529e82806b61b5e3f02675ce39c9,2.6693125,2.6693125,0.016063460320033293,0.0,,validation
CREMA-D,1002_ITH_ANG_XX.wav,CREMA-D:1002,angry,accepted,69c5c2d03b6338a7fa9893c3a6389941c40fea41d665ee506aa2f85727f0db7a,2.93625,2.93625,0.03520651454796156,0.0,,validation
CREMA-D,1002_ITH_DIS_XX.wav,CREMA-D:1002,disgust,accepted,7b43a6a3cf8bf18441caf4b36d2b9ad222581858309b2f2660729edf3d147b3d,3.8038125,3.8038125,0.017414429380555506,0.0,,validation
CREMA-D,1002_ITH_FEA_XX.wav,CREMA-D:1002,fear,accepted,6014b88b9548ab2af523b5563e4907d4f26ddf6549af1e415291c86decb88912,3.5035,3.5035,0.012144274006774742,0.0,,validation
CREMA-D,1002_ITH_HAP_XX.wav,CREMA-D:1002,happy,accepted,b4aff9dcac363476221e8c14513d45dc2370a95937e4ff03fb801a0151047c31,2.7694375,2.7694375,0.02662788934185792,0.0,,validation
CREMA-D,1002_ITH_NEU_XX.wav,CREMA-D:1002,neutral,accepted,46f82ddaba1994a4d5e34313bfce4fab57b119289c3f7d6e978d261c48d09f32,2.5025,2.5025,0.011486905661866399,0.0,,validation
CREMA-D,1002_ITH_SAD_XX.wav,CREMA-D:1002,sad,accepted,a7f8c42cb3ed8704d4abbdd0aa060d4d7ecebf23ac7c393e84151fd4d5d2d515,2.7360625,2.7360625,0.008258642466439389,0.0,,validation
CREMA-D,1002_ITS_ANG_XX.wav,CREMA-D:1002,angry,accepted,790f82e39d72ee0c66f1ad8b1417fa761fbe338b483ee7bb1e4d23794f0a6f6b,2.7026875,2.7026875,0.017548449841844546,0.0,,validation
CREMA-D,1002_ITS_DIS_XX.wav,CREMA-D:1002,disgust,accepted,8f22bce4c26ee2f14fdb120287778420f5f31ebd1856227f521fece77a81e9d2,2.8361875,2.8361875,0.012597124055315153,0.0,,validation
CREMA-D,1002_ITS_FEA_XX.wav,CREMA-D:1002,fear,accepted,086f3f16315088534c31405c4a48f64e858ced609a36c784b213a78b199ec865,2.469125,2.469125,0.017541954086541516,0.0,,validation
CREMA-D,1002_ITS_HAP_XX.wav,CREMA-D:1002,happy,accepted,472ec4aee65be21f32b6b23d2b6fb92893c71dbd8ec8bde2bb2109f657de61c2,2.43575,2.43575,0.023747044487695757,0.0,,validation
CREMA-D,1002_ITS_NEU_XX.wav,CREMA-D:1002,neutral,accepted,2eb12d992d1c44a59b39f47cc0a333d207b07817e28880e7652996c1d1d3e48c,2.3356875,2.3356875,0.013487729582245032,0.0,,validation
CREMA-D,1002_ITS_SAD_XX.wav,CREMA-D:1002,sad,accepted,7408afabe610f3e79567960a4727bc7bf8434de5dbd911872dd18d2157d1f2d9,2.6359375,2.6359375,0.0073170704411941135,0.0,,validation
CREMA-D,1002_IWL_ANG_XX.wav,CREMA-D:1002,angry,accepted,21ab86b58c476ad8e8baf31e190248b487befe3d58c89c87dbc1d07e132d31ad,2.602625,2.602625,0.03348081231954727,0.0,,validation
CREMA-D,1002_IWL_DIS_XX.wav,CREMA-D:1002,disgust,accepted,3f6168987f5396de7b0a2353a23bca48a0cb7c5775afa9c65090f90ed89b45e1,3.103125,3.103125,0.03679293648281876,0.0,,validation
